ドメイン,DR,備考
browsergame.jp,1.0,
englishschoolonline.jp,0.0,
bluehole-shop.jp,0.0,
binova-ec.jp,0.0,
beauty-web.jp,0.2,
banger-cp.jp,2.5,
axy-group.jp,0.0,
antler.jp,9.0,
denshihyoryu.jp,0.0,
akikuni.jp,0.0,
datajudge.jp,0.0,
ai-protx.jp,0.0,
actic.jp,15.0,
coupos.jp,0.0,
0-net.jp,0.0,
cidwebsys.jp,0.0,
businessnews.jp,2.5,
bstyleboxinggym.jp,2.9,
boniq-map.jp,1.7,
beejob.jp,0.0,
assistbuild.jp,0.0,
ammy-co.jp,0.0,
amazon-co.jp,0.1,
xiz.jp,0.0,
szt.jp,0.0,
rlv.jp,0.0,
ezu.jp,0.0,
s12.jp,0.0,
ewi.jp,0.0,
xn--n5qq90ckokngm.jp,0.0,
xn--lck0cths85s9b2b.jp,0.5,
xn--wbtt9tba62r.jp,0.0,
xn--vckxbq8lvb.jp,0.0,
zohome.jp,0.8,
yuyururu.jp,0.0,
yumiteikokujouhou.jp,0.0,
yodesign.jp,0.0,
yocchi.jp,0.0,
yamasakitoyokomuseum.jp,0.0,
yakiago-dashi.jp,16.0,
xsta.jp,3.8,
woodyandco.jp,0.8,
west-style.jp,0.0,
wanpaku-house.jp,0.1,
waitress.jp,0.0,
v-order.jp,0.0,
xn--ccke7guax.jp,1.1,
zoozoozoo.jp,0.0,
verdy-okayamaekimae.jp,4.5,
valuea.jp,0.0,
unso-design.jp,4.7,
yumin.jp,1.2,
uni-fle.jp,15.0,
trid.jp,0.0,
trg-auto.jp,0.0,
travelalone.jp,0.0,
toyz.jp,0.0,
tojiru.jp,0.0,
winstaff.jp,0.0,
tenderhand.jp,0.0,
tatsuki-scs.jp,0.0,
sun69.jp,0.0,
sugidoco.jp,11.0,
studylab.jp,0.0,
stresscare.jp,2.7,
staygold8.jp,0.0,
union33.jp,0.0,
xn--softbank-h75m.jp,0.0,
twogo.jp,0.0,
tsuratan.jp,14.0,
shokai.jp,1.5,
shin-okinawataisou.jp,0.0,
shinei11.jp,1.6,
shareclothing.jp,0.0,
sepromotion.jp,0.0,
tobucompany-group.jp,0.0,
tmc-factory.jp,0.5,
teramotoshaft.jp,0.1,
seirindo.jp,0.0,
seeding.jp,0.0,
taiyo-homes.jp,0.0,
swelldream.jp,0.0,
salon-may.jp,0.0,
sakura-j.jp,0.0,
sahara-group.jp,6.0,
study4.jp,0.0,
roboadvisor.jp,0.0,
rip-suishohama.jp,0.0,
sisleycosmetics.jp,0.0,
sibu.jp,1.2,
shungite.jp,0.0,
rg194-tower.jp,0.3,
reira.jp,0.0,
shareholder.jp,0.0,
reddishwave.jp,2.4,
princessmarket.jp,0.0,
pravayoga.jp,0.0,
postcode.jp,0.0,
peop.jp,0.4,
onwa.jp,1.0,
sanshin-ba.jp,2.0,
oneworldnetwork.jp,0.0,
no-face.jp,0.3,
namba-hips.jp,0.0,
naebo-riverside.jp,0.0,
my-favorite.jp,0.0,
mukuzaistudio.jp,0.0,
mitsuboshi-fudosan-hiroo.jp,0.5,
mira-cle.jp,0.0,
queenconsort.jp,0.0,
minou.jp,0.3,
mimiraiah.jp,0.0,
milestone-consulting.jp,0.0,
photofes.jp,0.0,
phone-fix.jp,0.2,
mifareclassic.jp,0.0,
ootoriya.jp,0.0,
m-fa.jp,3.2,
onstyle.jp,0.0,
matadorjapan.jp,0.0,
odate-utanohi.jp,10.0,
mamacle.jp,0.0,
noborisamurai.jp,7.0,
nlcweb.jp,0.0,
m2-c.jp,0.0,
lvnw.jp,0.0,
lidia.jp,0.0,
leox8.jp,0.0,
ms-jidosha.jp,3.1,
mr-rental.jp,1.5,
mizusawadk.jp,0.0,
kznr.jp,0.0,
kyuuhen-sos.jp,0.0,
kyoto-umedu.jp,3.4,
kutugatkou92.jp,0.0,
kupon.jp,0.0,
mi-c-center.jp,0.0,
kjc2025-kumamoto.jp,0.8,
kirin-style.jp,1.5,
maruyamakaisan.jp,2.0,
kinnikubento.jp,6.0,
kikuchihiroshi.jp,1.1,
kensaka.jp,0.0,
littlehands.jp,0.0,
kasuga-kanko.jp,0.0,
kamikura.jp,0.0,
jinzaiguide.jp,0.0,
laccord.jp,1.7,
jigemon.jp,0.0,
jcs-entertainment.jp,11.0,
j1j1.jp,0.0,
ippin-sukagawa.jp,6.0,
kusano-ss.jp,0.0,
iphone-docomo.jp,0.0,
kms1.jp,0.0,
invest-index.jp,0.0,
i-mcx.jp,0.0,
imbriz.jp,0.0,
homepc.jp,0.0,
hoiku-sapporo.jp,2.2,
hiroshima-kaigo.jp,6.0,
kashimaes.jp,0.0,
hellorealworld.jp,0.0,
kamikawana.jp,0.0,
jyuujiya-saiyou.jp,0.0,
heating.jp,0.0,
haloconnect.jp,0.0,
hako-niwa.jp,0.0,
gut358.jp,0.0,
gthd.jp,1.3,
growsupport.jp,3.4,
go-forth.jp,0.0,
gitch.jp,0.3,
ginza-gift.jp,0.6,
honshiba.jp,0.0,
gh-le-clos.jp,6.0,
home-code.jp,2.4,
genki-kaz.jp,0.0,
fuugamori.jp,1.2,
herba-tpo.jp,0.0,
fujinumazoen.jp,1.2,
freiheit-web.jp,0.0,
fpk2017.jp,1.4,
fortune-house.jp,6.0,
floating-inc.jp,0.0,
fc-kokonoe-coffee.jp,19.0,
expo2016.jp,7.0,
greatwall.jp,0.0,
greatshaft.jp,0.0,
everydayonce.jp,0.0,
e-setsuzei.jp,0.0,
eosys.jp,0.1,
donut.jp,18.0,
digisite.jp,0.1,
deaikeisagi.jp,0.0,
daijyoubu.jp,0.0,
daifuku-waterjet.jp,2.9,
crystalwave.jp,0.0,
coralfarm.jp,0.0,
coned.jp,1.3,
conceptnet.jp,0.0,
chiyodaopera.jp,7.0,
chamcham.jp,0.0,
etou-design.jp,0.0,
cascade-online.jp,0.0,
callscope.jp,0.0,
eigyo-tatsujin.jp,0.0,
break-point.jp,0.0,
digisol.jp,0.0,
bravoch.jp,0.0,
boardgame.jp,0.0,
benriya-sato.jp,0.0,
asabe-home.jp,0.0,
cydb.jp,0.0,
cyberplus.jp,0.0,
arinc.jp,0.0,
are-matome.jp,0.0,
anaumekun.jp,0.0,
agriworks.jp,0.0,
comuto.jp,0.8,
colorm.jp,0.1,
clear-pos.jp,0.0,
1columbus.jp,0.0,
butaikangeki.jp,0.0,
bookie.jp,0.0,
bht-co.jp,18.0,
atoriesou.jp,2.9,
ariakegrp.jp,0.0,
areademo.jp,0.0,
aptonia.jp,0.0,
anshin7119.jp,0.0,
amanacontents.jp,0.0,
amafacon.jp,0.0,
3concepteyes.jp,0.0,
xwa.jp,0.0,
xn--i6qz82m.jp,0.0,
vvq.jp,0.0,
xn--seo-222eo68m.jp,0.0,
xn--eckya9b6d1hu09uv1hfl0d.jp,0.0,
xn--f9jh5etb.jp,4.5,
xn--x8jud2b2b.jp,0.0,
xn--l8j0arb.jp,0.0,
zing.jp,0.0,
zentoyoyo.jp,0.2,
yourconsult.jp,0.0,
yatsushiro-cashlesscampaign.jp,14.0,
yamazakinorin.jp,0.0,
xracademy.jp,0.0,
xadventures.jp,0.0,
wonderbrain.jp,0.0,
wheretobuy.jp,0.0,
wandai-kougen.jp,4.5,
wakouworld.jp,0.0,
vocation.jp,0.0,
xn--tck5apc2j.jp,0.0,
unsolo.jp,0.6,
union-bright.jp,0.0,
tumupiro.jp,0.0,
toyofarm.jp,0.0,
yogaclub.jp,0.0,
towaz.jp,0.0,
to-bugyo.jp,0.0,
tlcpet.jp,0.0,
tkt-beauty.jp,0.0,
t-angle.jp,0.0,
takamidai.jp,0.0,
weldon.jp,0.0,
tage-skin.jp,4.7,
taan.jp,0.0,
vssw.jp,4.4,
sukeblog.jp,0.0,
vivendigames.jp,0.0,
vashi.jp,0.0,
urerukoukoku.jp,0.0,
starke.jp,0.0,
spidy.jp,0.0,
soleil-takadanobaba.jp,0.5,
tsumugu-inc.jp,0.0,
soarcorp.jp,0.0,
smart-asset.jp,0.0,
tokyohelp.jp,0.0,
shunran.jp,1.4,
shiroyamahoikuen.jp,0.0,
sharoushi-navi.jp,2.3,
tech-swat.jp,6.0,
shachou.jp,0.0,
takamoto-shoji.jp,1.8,
sgraphy.jp,6.0,
sapporo-guesthouse.jp,0.0,
sapporo-bizsupport.jp,0.0,
santosha.jp,0.3,
rise-hr.jp,0.0,
rehasul.jp,0.1,
reborn-m.jp,2.5,
quick-click.jp,0.0,
p-solid.jp,0.0,
s-mail.jp,0.0,
prjapan21.jp,2.9,
previsions.jp,0.0,
portal-web.jp,0.0,
portal-3.jp,0.0,
petatto.jp,0.0,
senryoku.jp,7.0,
seitai-hikari.jp,0.0,
sawadacoffee.jp,0.0,
parkhills-ske.jp,0.0,
os-kashiwa.jp,0.0,
onsite-labo.jp,3.1,
saito-syouji.jp,0.0,
saitama-alltoyota.jp,0.7,
rydk.jp,0.0,
officeaya.jp,0.0,
ripfare.jp,0.0,
relacon.jp,0.4,
o-alpha-rise.jp,0.0,
naviapps.jp,14.0,
rebath.jp,0.0,
quorn.jp,0.0,
naturyplus.jp,0.0,
nami-hs.jp,0.0,
projectx.jp,0.0,
nakatombetsublog.jp,2.5,
nagano-chingin.jp,0.0,
mucher.jp,0.0,
motmotbeauty.jp,0.0,
playfacto.jp,0.0,
pizzeriaicaro.jp,0.0,
pipeman946.jp,13.0,
moteco-co.jp,0.0,
mindful-life.jp,0.0,
micolla.jp,0.0,
ortho-expert.jp,2.0,
metalforest.jp,0.0,
off-line.jp,7.0,
maxim-sp.jp,0.0,
marketing-start.jp,0.0,
nyuuin-passport.jp,0.9,
newisland.jp,1.2,
manaby.jp,0.0,
machida-pcrstation.jp,5.0,
localworker.jp,0.0,
nakagawashoten.jp,0.0,
linkum.jp,0.0,
mugen-gp.jp,10.0,
learningbrain.jp,0.0,
mr-brain.jp,0.0,
leading-with.jp,0.0,
kr-gourmet.jp,0.0,
koto-okaimono-premium2024.jp,8.0,
miramira.jp,0.8,
kogai.jp,0.0,
minamifudosan.jp,0.0,
mikata-juku.jp,0.0,
kodaikoko-enc.jp,0.0,
klavis.jp,2.8,
kitanaka-kazuo.jp,1.6,
kbk-dj.jp,0.1,
maori.jp,0.2,
karimera.jp,0.0,
kangaeru.jp,0.0,
lupinus-salon.jp,0.0,
kamty.jp,1.8,
kamikazari.jp,5.0,
lebanner.jp,0.0,
jschn31.jp,6.0,
intect.jp,0.0,
l14-engineering.jp,0.0,
ing-ctor.jp,0.0,
infinity-k-partners.jp,11.0,
i-kumiai.jp,0.0,
ibc-vip.jp,1.5,
homeys.jp,0.0,
h-kikaku.jp,2.0,
kg-axia-2020.jp,0.0,
kgao.jp,0.0,
keiyakukankei.jp,0.0,
hitosi.jp,0.0,
kayoni.jp,0.0,
hirakawashoji-amuse.jp,0.0,
heiwasyouji.jp,0.0,
hangar.jp,0.0,
haegiwa.jp,0.0,
gomitre.jp,0.0,
jobnet-yokohama.jp,0.1,
jewelrycoupon.jp,0.0,
j-balletworks.jp,0.6,
isokasseika.jp,0.0,
gcscorp.jp,0.0,
garage-car.jp,0.0,
furusato-ako.jp,4.2,
fofortune.jp,0.0,
flavan.jp,0.0,
hunterhunter.jp,0.1,
houseinnovation-recruit.jp,0.0,
fkng.jp,0.0,
finaldeo.jp,7.0,
fgap.jp,0.0,
extrak.jp,0.0,
everyones-home.jp,0.0,
emergencyinc.jp,0.4,
hakatamasala.jp,0.0,
elevenhundred.jp,0.0,
gym-spicy.jp,0.0,
gunma-memory.jp,0.0,
grenzgaenger-shop.jp,0.0,
goroda.jp,0.0,
edo-yoshiwara.jp,0.0,
godokikaku.jp,0.0,
edokomachi.jp,0.0,
e-debit.jp,18.0,
dscom.jp,0.0,
fureai-kan.jp,8.0,
dlcc.jp,0.0,
digging.jp,0.0,
daikou-saiyo.jp,0.0,
coltz.jp,0.0,
cocoron-foulee.jp,0.0,
clearsky-japan.jp,20.0,
cityhotels.jp,0.0,
enjoy-fx.jp,0.7,
cashless-only.jp,0.0,
cashim.jp,0.0,
carsq.jp,0.0,
cannedbeer.jp,0.2,
bons-store.jp,0.4,
ebcbrakesdirect.jp,0.0,
bluebamboo.jp,0.3,
dqcqp589taskyahoo.jp,0.0,
black-moon.jp,0.0,
biohacking.jp,0.0,
difrax.jp,0.0,
dgfami.jp,0.0,
bikesjapan.jp,0.0,
best1.jp,0.0,
baytrans.jp,0.0,
cmcmarket.jp,0.0,
xn--au-173argve0islncshb2h.jp,0.0,
ckt-recruit.jp,1.4,
auriel.jp,0.0,
circleliners.jp,0.0,
cebu-golf.jp,0.0,
atelier-sucre.jp,3.2,
assist-int.jp,11.0,
asnico.jp,0.0,
bxi-cloud.jp,0.0,
bumkitch.jp,0.0,
applipo.jp,0.0,
alfa-romeo.jp,0.0,
aim-office.jp,0.0,
aidea.jp,0.0,
aga-chiryou.jp,0.0,
advancesystem.jp,0.0,
adgraph.jp,0.0,
8hiro.jp,0.0,
3754.jp,0.0,
atopimate.jp,7.0,
areainc.jp,0.0,
anini.jp,0.0,
amisuite.jp,0.0,
amazon-prime.jp,0.0,
alconlabs.jp,0.0,
xn--hbk100l8iw.jp,0.0,
xn--umsu85a.jp,0.0,
xn--68je7l.jp,0.0,
twz.jp,0.0,
rzm.jp,0.0,
rna.jp,0.0,
dct.jp,0.0,
1q3.jp,0.0,
xn--mbt372a51of7m.jp,0.0,
xn--n8j292hjjai65cb33c9ke.jp,0.0,
xn--p8j6bthvjie1dz53ze6l.jp,0.1,
xn--zlr224b47lb3uj0dke.jp,0.0,
xn--qckwdvcl5a4c.jp,0.0,
xn--rck5ahu.jp,0.0,
zakkan.jp,0.0,
yokohama-wine.jp,3.0,
x-shape.jp,0.2,
wineandbeer.jp,0.0,
wecheer.jp,0.0,
wakano.jp,0.0,
urikaku.jp,0.0,
tryon.jp,0.0,
xn--28jvbe3m5a.jp,0.0,
trash2treasure.jp,0.0,
zsenie.jp,0.0,
zokkon.jp,0.0,
tonykartracing.jp,10.0,
tonique.jp,0.3,
yachisinkyuin.jp,0.0,
tirewheel-size.jp,0.0,
wrangler.jp,0.0,
tipani.jp,0.2,
westg-asahihanbai-saiyo.jp,0.0,
theclimb.jp,0.0,
takuhoku.jp,0.0,
studypilot.jp,0.0,
sr-osakaminami.jp,6.0,
urbandecaymakeup.jp,0.0,
unikum.jp,0.0,
sp-shindan.jp,0.0,
sogo-seibu-sks.jp,0.0,
smokeland.jp,7.0,
smartkitchen.jp,0.0,
smallhotel.jp,0.1,
sdjw.jp,0.0,
scop-wakayama.jp,3.1,
schoolgirl.jp,0.0,
taiyo-logi-inc.jp,4.2,
switchekimae.jp,0.0,
superclean-z.jp,0.0,
sunorange.jp,0.0,
runjog.jp,0.0,
ringo0080.jp,3.2,
solesole.jp,0.0,
researchworks.jp,0.0,
rawfooddiet.jp,0.0,
rainorshine.jp,0.4,
quatrefoil.jp,0.2,
sloft.jp,0.0,
prism7.jp,0.0,
silicon-circle.jp,0.0,
siliconcircle.jp,0.0,
prettythings.jp,0.0,
presidente.jp,0.0,
pqmt.jp,0.0,
schooleye.jp,1.5,
schoneseele.jp,0.0,
ppkiwami.jp,0.0,
polychrome.jp,0.0,
plazaeast.jp,0.0,
pikari.jp,0.0,
piashop.jp,1.3,
perco.jp,0.0,
privatestructure.jp,0.0,
peace-tokyo.jp,0.3,
oto-p.jp,0.0,
onopoint.jp,12.0,
oneget.jp,0.0,
office-creation.jp,0.0,
nsc1.jp,1.3,
nightcollection.jp,0.0,
netaba.jp,0.0,
nakayoshizukou.jp,1.6,
nakae-pat.jp,0.0,
paintyourlife.jp,0.2,
our-place.jp,0.0,
mypower.jp,0.0,
osakana-tsudashouten.jp,17.0,
oomaki-housei.jp,0.0,
msk-s.jp,0.0,
movie-lab.jp,0.0,
mono-japan.jp,0.0,
miyage.jp,0.0,
mioto.jp,0.0,
n-koho.jp,0.0,
nikko-shoji.jp,0.0,
microgreen.jp,0.0,
new-nft.jp,0.0,
meilan.jp,0.0,
mandarino.jp,0.9,
malapa.jp,0.0,
maisonboutique.jp,6.0,
my-iqos.jp,0.0,
myflow.jp,1.0,
musashinohouse.jp,0.3,
littlegirl.jp,0.0,
lenovo-evolve.jp,0.0,
kunrencenter.jp,1.6,
kridge.jp,0.0,
koshi-net.jp,0.0,
koenavi.jp,1.8,
kir-event.jp,4.9,
med64.jp,0.0,
maynail.jp,0.0,
key-co.jp,0.0,
kein.jp,0.0,
kamesei-food.jp,0.1,
love4.jp,0.0,
long-hoken.jp,0.0,
jukensei.jp,0.0,
litc.jp,0.0,
link-sp.jp,0.0,
link-foods.jp,0.0,
leone-inc.jp,0.0,
jspen-metro2025.jp,9.0,
izumiotsu-premium.jp,0.0,
iyasian.jp,0.0,
iphonelikers.jp,0.0,
konohamusubi.jp,2.1,
imedic.jp,0.0,
iizura.jp,7.0,
hypelink.jp,0.0,
hospital-inn.jp,0.0,
hospitalinn.jp,0.0,
hooters-wifi.jp,0.0,
hitoeni-beauty.jp,0.9,
isaolink.jp,0.0,
hirumano.jp,0.0,
healme.jp,0.0,
happy-island.jp,15.0,
ilise.jp,0.0,
g-swell.jp,0.0,
godblessyou.jp,0.0,
hsks.jp,0.0,
gochinavi.jp,1.9,
girlspicks.jp,0.0,
gensen-mitsumori.jp,0.0,
foodin.jp,0.0,
flexonline.jp,0.5,
higashioosaka.jp,0.0,
elite-recruit.jp,0.0,
eco-samurai.jp,0.0,
harvestinfo.jp,23.0,
ecolinc.jp,0.0,
hangs.jp,0.0,
hagukumuhouse.jp,2.8,
dclogistics.jp,0.0,
gsjapan.jp,0.0,
davincitokyo.jp,0.2,
csls.jp,0.0,
craft-work.jp,0.4,
cosme-info.jp,0.0,
frezzor.jp,0.0,
con-text.jp,0.0,
consulting-gate.jp,1.3,
fine-therapy.jp,0.0,
este-yim.jp,0.0,
clubwalker.jp,0.0,
circle-coaching.jp,0.0,
californiadown.jp,0.6,
ec-cherry.jp,0.0,
doctorstation.jp,0.4,
designoffice-clip.jp,22.0,
bonheure.jp,0.0,
blueswallow.jp,0.0,
daimler-ag.jp,0.0,
biz-athlete.jp,0.0,
beringwatch.jp,0.0,
asunet.jp,0.0,
assistnet-coop.jp,0.0,
arwork.jp,0.0,
aresore.jp,0.0,
clubalpha.jp,1.5,
clearcrest.jp,0.1,
ajssa.jp,0.0,
ciel-salon.jp,0.0,
chinainspection.jp,0.0,
aikidou.jp,6.0,
aichi-kashigakuen.jp,8.0,
academyonline.jp,0.0,
88style.jp,0.1,
3kurashi.jp,0.0,
argosenergies.jp,0.0,
akiog.jp,0.0,
aixen.jp,0.0,
aiwest.jp,0.1,
dnp-display.jp,0.0,
vfa.jp,0.0,
tuk.jp,0.0,
pqr.jp,0.0,
pna.jp,0.0,
10d.jp,0.1,
xn--hh1a.jp,0.1,
xn--fkqr09a.jp,0.0,
xn--xuu60njodv0u.jp,0.2,
xn--pckyeuc8a2166bof6d.jp,0.0,
zukudas.jp,0.0,
zenshocafe.jp,0.0,
yuuhin.jp,0.0,
ysdiner.jp,0.0,
youtube-curator.jp,0.0,
younggreens.jp,0.0,
yokosuka-paint.jp,0.0,
xn--5ck1b3a1c.jp,0.0,
web-b.jp,0.1,
urusapo.jp,0.0,
uesugi-office.jp,0.7,
traceroute.jp,0.0,
t-omino.jp,0.0,
tm-n.jp,2.4,
thinkoutsidethebox.jp,0.0,
texteq.jp,5.0,
yap-yap.jp,0.0,
worldbeer.jp,0.4,
texas-food.jp,0.0,
tenshineko.jp,0.0,
taiyou.jp,0.0,
u-chuwa.jp,0.0,
tsk-u.jp,0.0,
triconnect.jp,0.0,
taisyoku-daikou.jp,0.0,
toyosumarket.jp,0.0,
torano-clinic.jp,0.0,
tabi-tabi.jp,0.0,
signdesign.jp,0.0,
tokyobreath.jp,0.0,
shizen-juku.jp,0.0,
thoma.jp,0.0,
shin-ko-kyu.jp,4.0,
sedorip.jp,0.0,
sea-watcher.jp,0.0,
salon-hana.jp,0.0,
tdl-inc.jp,0.0,
rs-corporation.jp,0.0,
rewolf.jp,0.0,
resutaurer-kobe.jp,0.0,
studioactive.jp,0.0,
sozaigoya.jp,0.0,
si-solution.jp,2.8,
silence.jp,0.0,
reggaenote.jp,0.0,
purinpic.jp,0.0,
ptube.jp,0.0,
shesps.jp,0.0,
sepmag.jp,1.6,
prohand.jp,0.0,
pennet.jp,0.0,
scahygieneproducts.jp,0.0,
o-rganic.jp,6.0,
omino-lawyer.jp,0.0,
roadandtrip.jp,0.2,
ohsakado.jp,0.0,
nts-msr.jp,6.0,
researcher-life.jp,0.9,
nls-camera.jp,0.0,
nelka.jp,0.0,
neiberu.jp,0.0,
mycm.jp,0.0,
music-universe.jp,0.3,
pendragon.jp,0.0,
pantarhei.jp,0.0,
packsend.jp,0.0,
oxurion.jp,0.0,
movingcms.jp,0.0,
onayami2021.jp,9.0,
mononobe-official.jp,0.0,
mmtrading.jp,0.0,
miyuu.jp,0.0,
medpoint.jp,0.0,
manabito.jp,0.0,
lab-group.jp,0.0,
nara-kiki.jp,0.1,
kolec-nanihaco.jp,0.0,
kitaguchi-jimusho.jp,0.0,
kamuidesign.jp,0.0,
mkelectronics.jp,0.0,
xn--j-0hu4a5d207sft0egnwa.jp,0.0,
jock.jp,0.0,
jin-s.jp,0.0,
mekkie.jp,0.0,
japanresearch.jp,0.0,
mediage-mens.jp,0.0,
maruyamapress.jp,0.0,
maruageha.jp,0.0,
japan-enterprise.jp,1.6,
magnetix.jp,0.0,
lovehachinohe.jp,0.0,
listia.jp,0.0,
ledave.jp,0.0,
i-sekkei.jp,0.3,
kurt.jp,0.0,
kunitachi-ishida.jp,0.0,
kumachikkyo.jp,7.0,
inedge.jp,3.7,
i-iphone.jp,0.0,
kids-hosho.jp,0.0,
kenchikuya.jp,0.0,
hyc-p-cube.jp,0.0,
holair.jp,0.0,
jusuru.jp,0.0,
hashforme.jp,0.0,
grand-delicious.jp,4.7,
jethromobile.jp,1.3,
jet-bi.jp,0.0,
gori-net.jp,0.6,
glazos.jp,0.0,
jantra.jp,0.0,
itadukebankin.jp,0.0,
gantsuke.jp,1.0,
gamegoose.jp,0.0,
gaiheki.jp,0.0,
i-etc.jp,0.0,
houseofmarley.jp,0.0,
home-net.jp,0.0,
hatinosu.jp,1.0,
freepower.jp,0.0,
groundview.jp,4.5,
graphite.jp,0.0,
freejob.jp,0.0,
fattoamanoazumaya.jp,1.3,
ewaf.jp,0.0,
elle-system.jp,0.0,
gingham.jp,1.8,
dh-recruit.jp,0.0,
crie-ikebukuro.jp,5.0,
cresia.jp,1.5,
crearc.jp,0.0,
conosk.jp,0.0,
chibanian.jp,0.0,
flat-good.jp,1.1,
feelsmarket.jp,0.0,
businesschat.jp,0.3,
bridge-p.jp,0.0,
etoffer.jp,0.0,
bonterrain.jp,8.0,
edixnet.jp,12.0,
bones2.jp,7.0,
deliveryhompo.jp,0.0,
biridai.jp,2.2,
bird-rides.jp,6.0,
berufbrot.jp,1.8,
cosabella.jp,0.0,
barrister.jp,2.0,
aventa-est.jp,0.0,
atelier-h.jp,0.0,
asobooo.jp,0.0,
asia-japan.jp,0.0,
amorejapan.jp,0.0,
boardersline.jp,0.0,
bisenob.jp,3.0,
akabane-maria.jp,0.0,
aikennokondate.jp,0.0,
bic-intensity.jp,6.0,
beyond-ibaraki.jp,1.7,
aihospital.jp,0.0,
beautyzoom.jp,0.0,
afsc.jp,0.0,
aboutjapan.jp,0.0,
8corp.jp,0.0,
artico.jp,0.0,
xn--121-bm0e3143a.jp,0.5,
vcc.jp,0.0,
ubn.jp,0.0,
csk.jp,0.0,
a0a.jp,0.0,
piu.jp,0.0,
xn--5ckp3n915pksg.jp,0.0,
zia-air.jp,0.0,
wpdev.jp,0.0,
wonder-box.jp,0.0,
weekender.jp,0.0,
tyubukk.jp,0.0,
treely.jp,10.0,
tokyo-auto.jp,0.0,
tighug.jp,4.3,
yumarketing.jp,0.4,
theha.jp,0.0,
wonderwise.jp,0.5,
terachan.jp,0.0,
wellife.jp,1.2,
tenatch.jp,0.0,
wamachi.jp,0.0,
vintaco.jp,0.2,
telework-support.jp,0.0,
tsuriya.jp,0.0,
technow.jp,0.9,
tokyo-hkensyu.jp,1.8,
team-management.jp,0.0,
tkoki.jp,0.0,
targetinc.jp,0.0,
takada-yawifi.jp,0.0,
tfnetwork.jp,0.6,
sun-ship.jp,0.0,
sun-like.jp,1.2,
startwork.jp,0.0,
sports-movie.jp,1.7,
snows.jp,0.0,
roundroom.jp,0.0,
rokme.jp,0.0,
taiyoriki.jp,0.3,
reyna.jp,0.0,
revelation.jp,0.0,
reha.jp,0.0,
raysspot.jp,0.0,
sola-bito.jp,0.0,
soccerway.jp,0.0,
p-virtual.jp,1.8,
shisen.jp,0.0,
shihoo.jp,0.0,
sasamotokogyo.jp,0.0,
sano-lawoffice.jp,0.8,
royalgram.jp,0.0,
prostar-inc.jp,0.0,
poll-castor.jp,2.6,
point38.jp,0.0,
platinum-mentor.jp,0.0,
pi-tube.jp,0.0,
redcircle.jp,0.3,
p-full.jp,0.0,
osakabanpaku.jp,0.0,
online-backup.jp,0.0,
okinawanewsnet.jp,1.9,
office-haru-akita.jp,0.0,
ninomiya-zouen.jp,0.0,
nextaff.jp,0.0,
philip-morris.jp,0.0,
naraonsen.jp,0.1,
nakagami-tatami.jp,2.3,
nac-act.jp,0.6,
okkawa.jp,0.0,
mstest.jp,0.0,
mrsrv.jp,0.0,
mito-moodle.jp,2.6,
mind-universe.jp,2.1,
mindo.jp,0.0,
m-crew.jp,0.0,
marushin-group.jp,0.0,
manufact.jp,0.0,
makewaves.jp,0.0,
mrmenshow.jp,0.0,
mrmen.jp,0.0,
mori-eye-clinic.jp,0.0,
maebarasunrise.jp,0.2,
long-table.jp,1.8,
lohdap.jp,3.2,
logiomics.jp,9.0,
maxprofitness.jp,0.0,
laurasia.jp,6.0,
lala-dhaga.jp,2.4,
man-tech.jp,0.0,
kumamotofudousanplaza.jp,0.8,
made-in-china.jp,0.0,
macollabo.jp,0.0,
lyman.jp,0.0,
lourdes-bernadette.jp,0.0,
ksi-c.jp,0.0,
koya-riza.jp,0.0,
kia-seminar.jp,0.4,
kan-saibou.jp,0.0,
jouzen.jp,0.0,
job-me.jp,0.0,
j-ffea.jp,1.8,
ktpro.jp,7.0,
iresource.jp,0.0,
incense.jp,0.0,
komemen.jp,0.0,
kinggrill2020.jp,0.0,
imaf.jp,0.0,
keigakukan.jp,0.2,
ikude.jp,1.5,
kangoshi-job.jp,0.0,
kanadete.jp,0.0,
kanabara.jp,0.0,
j-p-m.jp,0.0,
iiito.jp,0.5,
hyuga-eats.jp,3.4,
jitech.jp,0.0,
hyperion-jinzai.jp,2.1,
itplanners.jp,0.0,
hj-p.jp,0.0,
hiyoshijinjya.jp,0.1,
hariti.jp,0.0,
haribin.jp,0.4,
greenshift.jp,0.0,
gomori.jp,3.7,
gen-houraigyu.jp,0.0,
fx-school.jp,0.0,
fujisawa-farm.jp,0.3,
food-navi.jp,0.5,
firlly.jp,0.0,
greenwellfarms.jp,0.0,
fancy-football.jp,0.0,
escobar.jp,0.0,
e-pg.jp,0.0,
ecocan.jp,2.4,
echigo-intl.jp,0.0,
designcamp.jp,0.0,
daito-expo.jp,0.0,
conditioninglabo.jp,0.0,
clarity-salon.jp,0.0,
erichus.jp,0.0,
campnow.jp,0.0,
enmusubicare.jp,10.0,
e-hanna.jp,0.0,
brannon.jp,0.3,
b-art.jp,0.0,
ayanamist.jp,0.0,
avanz.jp,0.0,
crm-implement-test.jp,0.0,
aparts.jp,0.0,
anysite.jp,0.0,
change-pos.jp,0.0,
casinobonus.jp,0.0,
aisuikyo.jp,2.2,
aicredit.jp,0.0,
aichi-gym.jp,4.5,
ah-amagasaki.jp,0.0,
